guid,powerplanguid,Lidcloseaction_ac,Lidcloseaction_dc,hibernateafter_ac,hibernateafter_dc,recordtime,frameworkversion
"a9ce9783-4e88-4dcd-a710-a29d94c44f10","6c267b64-254a-42aa-9565-31d42d1112ce","1","1","43200","10800","2022-07-29 10:43","5.0.3012"
