guid,sn,caption,recordtime,frameworkversion
"a9ce9783-4e88-4dcd-a710-a29d94c44f10","NXHVUSI00N20402BEC7600","AMD Radeon(TM) Graphics","2022-07-29 10:43","5.0.3012"
