guid,sn,model,brand,platform,formfactor,biosversion,smbios,fub,installdate,csup,osversion,osname,country,agreement,agreedate,usertype,processor,physicalmemory,touchsupport,battery_cyclecount,battery_designcapacity,battery_maxcapacity,videodevicecaption,videovendorid,videodevicemanufacturer,sounddevicecaption,sounddevicemanufacturer,diskname,disksize,netdevicename,netconnname,netdevicemanufacturer,recordtime,frameworkversion
"a9ce9783-4e88-4dcd-a710-a29d94c44f10","NXHVUSI00N20402BEC7600","Aspire A315-23","Acer","x64-based PC","Notebook","V1.19","3.1","2022-07-28","2022-07-28","11-04-2021","10.0.22000.0","Microsoft Windows 11 Home Single Language","IN","Yes","2022-07-28 18:50:18","0","AMD Ryzen 3 3250U with Radeon Graphics","4.00 GB","false","1","39732","39732","AMD Radeon(TM) Graphics","1002","Advanced Micro Devices  Inc.","AMD High Definition Audio Device|Realtek Audio","Advanced Micro Devices|Microsoft","Micron_2210_MTFDHBA512QFD","133.87 GB|341.80 GB","Intel(R) Dual Band Wireless-AC 3168|Realtek PCIe GbE Family Controller","Wi-Fi|Ethernet","Intel Corporation|Realtek","2022-07-29 10:43","5.0.3012"
